Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,26.9054,5.09493,932.844,-0,-0,-0,2404.49,-2669.26,-8663.27
1,1,26.7244,5.18543,932.061,-0,-0,-0,2404.74,-2669.3,-8663.66
1,2,27.0186,5.20805,931.974,-0,-0,-0,2405.15,-2668.68,-8663.82
1,3,27.1317,4.98181,932.235,-0,-0,-0,2405.03,-2670.29,-8659.79
1,4,27.0638,4.89131,930.582,-0,-0,-0,2406.35,-2669.59,-8657.57
2,0,27.1543,4.21256,930.495,-0,-0,-0,2405.32,-2669.59,-8658.76
2,1,27.6973,4.66506,931.104,-0,-0,-0,2405.48,-2669.67,-8657.1
2,2,27.2222,4.48406,928.667,-0,-0,-0,2404.15,-2668.14,-8668.72
2,3,27.0638,4.12206,930.06,-0,-0,-0,2405.03,-2669.96,-8664.93
2,4,27.3127,4.75556,933.627,-0,-0,-0,2405.61,-2669.84,-8663.58
3,0,27.7199,4.77818,928.493,-0,-0,-0,2405.69,-2668.59,-8665.48
3,1,27.9914,4.09944,928.406,-0,-0,-0,2405.07,-2672.78,-8662.16
3,2,27.6747,4.37094,928.058,-0,-0,-0,2405.48,-2669.71,-8662.71
3,3,27.6068,4.39356,927.449,-0,-0,-0,2405.15,-2670.29,-8660.42
3,4,27.6973,4.12206,928.493,-0,-0,-0,2406.02,-2669.01,-8661.84
4,0,27.4937,3.53382,929.276,-0,-0,-0,2406.48,-2670.33,-8661.21
4,1,27.5163,3.96369,931.887,-0,-0,-0,2405.65,-2669.38,-8665.8
4,2,28.3308,3.76007,929.537,-0,-0,-0,2406.19,-2668.55,-8663.5
4,3,27.8104,3.98631,932.844,-0,-0,-0,2404.53,-2668.76,-8664.69
4,4,27.7878,3.28494,932.061,-0,-0,-0,2405.32,-2669.26,-8662.71
5,0,28.6928,4.39356,933.018,-0,-0,-0,2405.56,-2669.05,-8659.87
