Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,18.5974,-120.367,1148.46,-0,-0,-0,2403.49,-2669.67,-8662.95
1,1,17.6019,-120.842,1150.55,-0,-0,-0,2405.56,-2668.72,-8663.5
1,2,18.2128,-122.471,1151.94,-0,-0,-0,2405.36,-2669.75,-8659.55
1,3,18.3033,-123.964,1157.42,-0,-0,-0,2404.07,-2668.63,-8660.42
1,4,18.1676,-124.982,1162.04,-0,-0,-0,2405.77,-2669.38,-8666.19
2,0,18.3033,-125.502,1168.22,-0,-0,-0,2405.73,-2669.88,-8662.63
2,1,18.4164,-127.018,1170.65,-0,-0,-0,2405.19,-2669.63,-8665.24
2,2,18.9368,-128.263,1178.4,-0,-0,-0,2405.98,-2670.79,-8654.49
2,3,19.0273,-129.779,1183.01,-0,-0,-0,2406.27,-2669.46,-8662.48
2,4,19.163,-131.521,1187.79,-0,-0,-0,2406.15,-2669.67,-8663.19
3,0,19.8418,-132.81,1190.75,-0,-0,-0,2405.77,-2668.84,-8663.98
3,1,19.9775,-135.322,1199.63,-0,-0,-0,2406.35,-2670.42,-8662.4
3,2,19.3214,-136.566,1205.28,-0,-0,-0,2404.98,-2669.75,-8662.63
3,3,20.1359,-138.987,1211.12,-0,-0,-0,2404.94,-2669.59,-8661.61
3,4,20.0228,-140.231,1214.68,-0,-0,-0,2404.15,-2665.9,-8666.75
4,0,20.1359,-141.86,1222.43,-0,-0,-0,2405.52,-2667.76,-8656.31
4,1,20.7242,-144.394,1226.34,-0,-0,-0,2405.36,-2668.8,-8663.82
4,2,20.8373,-145.48,1232.61,-0,-0,-0,2406.1,-2669.71,-8663.35
4,3,20.792,-147.358,1238.27,-0,-0,-0,2404.15,-2670.42,-8658.84
4,4,20.9504,-148.286,1240.7,-0,-0,-0,2405.65,-2669.34,-8654.96
5,0,20.6563,-149.734,1247.49,-0,-0,-0,2405.19,-2669.71,-8663.58
5,1,21.5387,-151.001,1252.71,-0,-0,-0,2404.86,-2669.09,-8661.45
5,2,21.5387,-151.408,1257.24,-0,-0,-0,2408.43,-2667.85,-8659.16
5,3,21.6518,-152.607,1264.11,-0,-0,-0,2405.81,-2669.75,-8661.21
5,4,22.24,-153.625,1269.24,-0,-0,-0,2405.65,-2669.63,-8663.19
6,0,22.1721,-154.145,1273.42,-0,-0,-0,2406.19,-2669.88,-8650.54
6,1,22.8961,-154.96,1279.16,-0,-0,-0,2408.01,-2669.46,-8663.98
6,2,22.8056,-156.182,1282.38,-0,-0,-0,2405.27,-2669.34,-8661.92
6,3,22.8509,-156.408,1286.82,-0,-0,-0,2405.73,-2669.3,-8662.63
6,4,23.9369,-157.2,1293.09,-0,-0,-0,2406.1,-2667.35,-8666.11
7,0,24.4799,-157.584,1296.83,-0,-0,-0,2407.06,-2671.74,-8659.16
7,1,24.4346,-158.784,1299.44,-0,-0,-0,2405.56,-2669.26,-8661.45
7,2,25.2265,-159.779,1305.01,-0,-0,-0,2406.15,-2669.63,-8661.45
7,3,24.8871,-160.594,1310.49,-0,-0,-0,2404.82,-2668.34,-8665.72
7,4,25.3849,-161.25,1312.67,-0,-0,-0,2403.53,-2668.72,-8669.59
8,0,26.0636,-162.969,1317.89,-0,-0,-0,2405.81,-2669.71,-8660.97
8,1,26.0862,-164.417,1323.2,-0,-0,-0,2406.15,-2669.3,-8661.76
8,2,26.3804,-166.567,1326.68,-0,-0,-0,2403.86,-2670.04,-8663.66
8,3,27.4664,-167.404,1329.63,-0,-0,-0,2405.98,-2669.3,-8661.13
8,4,27.1722,-170.367,1337.47,-0,-0,-0,2405.69,-2669.63,-8658.6
9,0,28.1677,-172.313,1340.42,-0,-0,-0,2408.76,-2670.62,-8658.05
9,1,28.8238,-174.304,1347.13,-0,-0,-0,2405.85,-2668.14,-8659.16
9,2,28.4845,-175.435,1349.3,-0,-0,-0,2406.06,-2669.84,-8664.37
9,3,28.8465,-178.264,1356.26,-0,-0,-0,2405.9,-2669.38,-8665.95
9,4,28.9143,-180.503,1358.09,-0,-0,-0,2407.68,-2668.59,-8661.53
10,0,27.8736,-182.019,1361.57,-0,-0,-0,2405.07,-2669.75,-8656.78
10,1,28.3261,-184.327,1368.79,-0,-0,-0,2405.52,-2669.71,-8660.42
10,2,28.5523,-185.277,1367.14,-0,-0,-0,2406.15,-2669.92,-8662.87
10,3,27.3532,-187.743,1372.19,-0,-0,-0,2405.9,-2669.8,-8662.16
10,4,26.9912,-189.282,1375.23,-0,-0,-0,2405.77,-2671.62,-8668.17
11,0,27.2401,-189.621,1380.8,-0,-0,-0,2405.52,-2669.13,-8664.37
11,1,26.2672,-191.137,1378.28,-0,-0,-0,2406.89,-2668.43,-8662.4
11,2,26.3125,-192.766,1381.24,-0,-0,-0,2406.31,-2669.42,-8655.83
11,3,24.7514,-192.743,1382.98,-0,-0,-0,2405.65,-2669.13,-8663.82
11,4,24.6383,-193.173,1385.33,-0,-0,-0,2405.69,-2669.38,-8665.16
12,0,23.8464,-194.033,1386.54,-0,-0,-0,2405.27,-2667.64,-8663.98
12,1,23.5975,-194.553,1389.42,-0,-0,-0,2405.15,-2671.21,-8665.8
12,2,22.3531,-194.44,1389.5,-0,-0,-0,2405.48,-2669.63,-8660.26
12,3,22.5794,-194.305,1394.72,-0,-0,-0,2406.44,-2669.63,-8661.13
12,4,21.5613,-194.757,1396.12,-0,-0,-0,2407.14,-2672.37,-8662.32
13,0,21.1088,-194.44,1399.77,-0,-0,-0,2405.44,-2668.01,-8663.82
13,1,20.5205,-194.056,1402.99,-0,-0,-0,2405.32,-2667.31,-8662.55
13,2,20.3622,-194.486,1406.73,-0,-0,-0,2404.98,-2671.25,-8655.36
13,3,19.2762,-193.988,1408.04,-0,-0,-0,2403.62,-2670.46,-8660.89
13,4,19.6608,-193.648,1411.26,-0,-0,-0,2405.44,-2669.75,-8660.74
14,0,18.9594,-194.667,1416.83,-0,-0,-0,2406.02,-2669.51,-8664.61
14,1,18.5522,-193.626,1422.31,-0,-0,-0,2406.1,-2672.66,-8662.08
14,2,18.1449,-193.762,1427.18,-0,-0,-0,2405.48,-2668.84,-8664.37
14,3,17.8282,-193.513,1430.49,-0,-0,-0,2405.85,-2668.51,-8661.45
14,4,17.5567,-193.4,1435.1,-0,-0,-0,2404.69,-2667.1,-8659.16
15,0,16.0634,-193.581,1442.5,-0,-0,-0,2408.59,-2670.91,-8656.63
15,1,15.6336,-193.309,1447.2,-0,-0,-0,2405.9,-2671.99,-8660.26
15,2,15.3621,-193.173,1450.5,-0,-0,-0,2405.32,-2670.13,-8663.03
15,3,13.9593,-192.11,1453.11,-0,-0,-0,2405.9,-2668.26,-8665.72
15,4,13.0091,-193.694,1460.68,-0,-0,-0,2405.77,-2667.43,-8661.45
16,0,12.2851,-192.63,1464.86,-0,-0,-0,2405.44,-2669.17,-8661.53
16,1,10.7014,-193.105,1469.21,-0,-0,-0,2405.98,-2669.88,-8662.16
16,2,9.43437,-193.354,1475.13,-0,-0,-0,2402.83,-2670.42,-8663.5
16,3,8.37101,-194.033,1478.09,-0,-0,-0,2405.07,-2668.43,-8662.32
16,4,7.39814,-194.848,1482.44,-0,-0,-0,2405.15,-2668.1,-8663.66
17,0,6.3574,-194.825,1487.83,-0,-0,-0,2405.77,-2668.55,-8664.61
17,1,5.3619,-194.938,1494.53,-0,-0,-0,2406.27,-2672.03,-8660.03
17,2,4.18541,-195.639,1496.36,-0,-0,-0,2406.06,-2671.74,-8658.29
17,3,3.48404,-195.594,1501.15,-0,-0,-0,2405.15,-2669.8,-8663.19
17,4,2.8053,-195.911,1507.59,-0,-0,-0,2405.07,-2668.14,-8666.03
18,0,1.83243,-195.888,1508.98,-0,-0,-0,2403.41,-2669.46,-8654.02
18,1,0.814313,-195.911,1515.07,-0,-0,-0,2404.9,-2669.51,-8661.76
18,2,0.316566,-196.386,1520.12,-0,-0,-0,2405.15,-2669.63,-8662
18,3,-0.882549,-196.296,1525.08,-0,-0,-0,2406.89,-2670.13,-8658.92
18,4,-1.67442,-195.866,1526.99,-0,-0,-0,2405.61,-2668.8,-8664.69
19,0,-2.08167,-195.707,1530.39,-0,-0,-0,2406.23,-2668.47,-8661.45
19,1,-2.80566,-194.983,1534.3,-0,-0,-0,2406.02,-2668.47,-8662.24
19,2,-3.91428,-194.305,1538.57,-0,-0,-0,2406.97,-2668.51,-8664.69
19,3,-4.79664,-193.467,1540.92,-0,-0,-0,2405.81,-2668.1,-8666.03
19,4,-5.65639,-192.223,1541.61,-0,-0,-0,2403.86,-2671.12,-8664.69
20,0,-6.15413,-191.59,1548.49,-0,-0,-0,2405.32,-2670.25,-8665.32
20,1,-6.96863,-189.644,1547.7,-0,-0,-0,2406.39,-2665.73,-8669.91
20,2,-8.12249,-188.648,1550.66,-0,-0,-0,2406.02,-2670.25,-8660.66
20,3,-8.75599,-187.494,1557.1,-0,-0,-0,2405.61,-2669.01,-8659.16
20,4,-9.45736,-184.779,1556.93,-0,-0,-0,2405.65,-2669.05,-8662.79
21,0,-9.75148,-183.693,1560.06,-0,-0,-0,2405.4,-2666.89,-8673.54
21,1,-10.566,-181.273,1563.37,-0,-0,-0,2408.84,-2666.27,-8670.14
21,2,-10.9732,-179.734,1564.93,-0,-0,-0,2407.1,-2668.43,-8663.27
21,3,-11.0863,-177.743,1569.89,-0,-0,-0,2406.31,-2668.84,-8662.71
21,4,-11.0185,-175.028,1571.11,-0,-0,-0,2405.56,-2668.92,-8662.87
22,0,-12.014,-171.906,1571.37,-0,-0,-0,2404.82,-2670.21,-8659.71
22,1,-12.014,-171.227,1575.72,-0,-0,-0,2405.52,-2669.59,-8663.19
22,2,-12.8058,-168.422,1575.55,-0,-0,-0,2405.36,-2671.04,-8661.45
22,3,-12.9868,-166.567,1579.2,-0,-0,-0,2406.02,-2669.34,-8662.63
22,4,-12.8737,-164.553,1582.77,-0,-0,-0,2405.77,-2670.25,-8658.68
23,0,-12.7606,-162.517,1586.34,-0,-0,-0,2405.44,-2668.39,-8660.89
23,1,-12.7153,-161.091,1586.43,-0,-0,-0,2406.31,-2667.72,-8660.42
23,2,-12.5343,-160.186,1591.73,-0,-0,-0,2405.44,-2668.76,-8660.18
23,3,-12.8737,-158.557,1593.56,-0,-0,-0,2406.19,-2669.26,-8662.55
23,4,-12.8963,-157.222,1596.69,-0,-0,-0,2406.06,-2668.63,-8666.43
24,0,-13.1,-155.526,1599.39,-0,-0,-0,2404.65,-2668.14,-8667.93
