Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,9.46442,-0.862774,676.661,-0,-0,-0,2405.32,-2668.51,-8662.24
1,1,8.64992,-1.17952,676.574,-0,-0,-0,2404.65,-2671.45,-8658.76
1,2,8.4463,-1.29265,674.921,-0,-0,-0,2405.61,-2669.21,-8665.16
1,3,9.05717,-0.930649,677.967,-0,-0,-0,2405.56,-2669.34,-8660.66
1,4,9.17029,-0.817525,681.099,-0,-0,-0,2406.68,-2671.33,-8656.47
2,0,9.39654,-1.27002,676.226,-0,-0,-0,2404.82,-2669.88,-8660.89
2,1,9.03455,-1.3379,674.834,-0,-0,-0,2405.03,-2668.3,-8661.21
2,2,9.39654,-1.88089,678.315,-0,-0,-0,2404.65,-2668.01,-8662.48
2,3,9.03455,-2.40126,678.75,-0,-0,-0,2407.6,-2669.55,-8663.27
2,4,10.3015,-0.930649,672.919,-0,-0,-0,2408.8,-2666.23,-8658.05
3,0,9.82642,-1.74514,676.661,-0,-0,-0,2405.36,-2669.42,-8662.16
3,1,9.50967,-2.15239,674.225,-0,-0,-0,2405.81,-2669.22,-8661.84
3,2,9.69067,-2.42389,675.356,-0,-0,-0,2405.32,-2671.41,-8663.42
3,3,9.82642,-2.24289,675.443,-0,-0,-0,2402.87,-2669.59,-8664.77
3,4,8.85355,-1.99402,674.921,-0,-0,-0,2405.85,-2669.71,-8661.29
4,0,9.41917,-2.35601,674.921,-0,-0,-0,2404.86,-2669.05,-8661.92
4,1,9.53229,-2.31076,674.747,-0,-0,-0,2406.97,-2667.85,-8661.92
4,2,9.32867,-1.88089,677.009,-0,-0,-0,2406.39,-2669.38,-8662.55
4,3,9.96216,-2.71801,675.269,-0,-0,-0,2405.56,-2669.59,-8661.92
4,4,9.10242,-2.33339,677.706,-0,-0,-0,2403.24,-2668.8,-8662.55
5,0,9.26079,-2.74064,674.225,-0,-0,-0,2403.74,-2668.68,-8662.79
5,1,8.94405,-2.60489,676.661,-0,-0,-0,2404.53,-2669.21,-8659.87
5,2,8.2653,-2.89901,673.877,-0,-0,-0,2404.86,-2667.43,-8662.16
5,3,9.21554,-3.442,674.486,-0,-0,-0,2404.74,-2667.31,-8657.57
5,4,9.01192,-3.19313,677.183,-0,-0,-0,2402.7,-2669.71,-8654.96
6,0,9.53229,-3.35151,674.66,-0,-0,-0,2406.39,-2669.67,-8660.5
6,1,8.8988,-3.55513,673.964,-0,-0,-0,2406.6,-2670.09,-8661.13
6,2,9.46442,-3.66825,675.443,-0,-0,-0,2404.78,-2672.24,-8660.82
6,3,9.12504,-2.83113,676.661,-0,-0,-0,2405.11,-2670.13,-8662.55
6,4,9.23817,-3.623,677.183,-0,-0,-0,2405.48,-2669.3,-8664.45
7,0,8.87617,-3.64563,674.834,-0,-0,-0,2408.51,-2668.63,-8663.9
7,1,9.78117,-4.36962,675.269,-0,-0,-0,2406.39,-2669.55,-8661.53
7,2,9.37392,-4.23387,678.315,-0,-0,-0,2406.6,-2669.67,-8660.97
