Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,22.961,-23.5877,976.994,-0,-0,-0,2402.99,-2673.61,-8661.45
1,1,22.8026,-24.2212,978.647,-0,-0,-0,2404.9,-2669.75,-8660.66
1,2,21.9202,-23.3841,975.689,-0,-0,-0,2404.74,-2669.17,-8660.58
1,3,21.2415,-23.7461,976.82,-0,-0,-0,2404.86,-2669.26,-8662.4
1,4,21.8976,-24.1081,977.864,-0,-0,-0,2402.75,-2670.91,-8661.05
2,0,21.9429,-24.0855,979.256,-0,-0,-0,2405.69,-2669.17,-8662.95
2,1,21.151,-24.3796,975.602,-0,-0,-0,2405.73,-2668.63,-8663.11
2,2,21.1284,-24.3344,978.299,-0,-0,-0,2405.03,-2670.09,-8660.02
2,3,20.9021,-25.1262,978.734,-0,-0,-0,2405.65,-2669.42,-8664.29
2,4,20.8343,-25.3751,978.299,-0,-0,-0,2405.77,-2669.59,-8663.19
3,0,20.427,-25.3072,976.211,-0,-0,-0,2404.03,-2668.3,-8667.38
3,1,20.4044,-25.624,979.605,-0,-0,-0,2404.53,-2671.87,-8667.46
3,2,20.2234,-26.6195,979.256,-0,-0,-0,2403.95,-2670.5,-8664.53
3,3,20.5175,-26.0538,980.562,-0,-0,-0,2405.52,-2668.51,-8662.4
3,4,20.4044,-26.9815,980.388,-0,-0,-0,2407.47,-2668.14,-8659.47
4,0,20.4044,-26.6421,980.475,-0,-0,-0,2405.98,-2667.64,-8661.21
4,1,20.427,-26.9588,980.997,-0,-0,-0,2405.36,-2669.46,-8659.08
4,2,19.8614,-26.9136,980.997,-0,-0,-0,2404.36,-2670.09,-8660.5
4,3,19.8614,-27.8865,978.908,-0,-0,-0,2402.33,-2668.51,-8666.43
4,4,19.7935,-27.2077,980.649,-0,-0,-0,2404.69,-2669.92,-8663.03
5,0,19.6125,-27.6828,980.214,-0,-0,-0,2404.69,-2668.8,-8663.03
5,1,19.703,-27.8865,978.995,-0,-0,-0,2404.49,-2669.59,-8657.65
5,2,19.3184,-27.9543,979.605,-0,-0,-0,2404.28,-2671.66,-8659.95
5,3,18.5039,-26.7778,977.168,-0,-0,-0,2405.61,-2669.34,-8663.9
5,4,18.5944,-27.9543,975.428,-0,-0,-0,2406.64,-2670.29,-8663.19
6,0,18.0288,-27.0493,976.211,-0,-0,-0,2407.72,-2668.97,-8665.16
6,1,17.8252,-27.0946,974.644,-0,-0,-0,2406.23,-2669.55,-8664.21
6,2,17.8704,-27.7281,974.122,-0,-0,-0,2405.27,-2669.38,-8665.16
6,3,17.3048,-26.8231,972.034,-0,-0,-0,2403.95,-2669.38,-8664.61
6,4,16.6939,-26.7778,974.644,-0,-0,-0,2404.24,-2668.47,-8674.26
