Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,6.99926,-1.61152,945.095,-0,-0,-0,2405.23,-2672.12,-8658.92
1,1,6.99926,-1.29477,943.79,-0,-0,-0,2405.44,-2669.67,-8660.66
1,2,7.51963,-1.34002,945.182,-0,-0,-0,2405.48,-2669.71,-8660.58
1,3,7.63276,-1.36265,944.399,-0,-0,-0,2407.51,-2671.16,-8661.84
1,4,7.38388,-1.15902,944.225,-0,-0,-0,2406.1,-2671.7,-8657.73
2,0,7.51963,-1.00065,945.791,-0,-0,-0,2405.69,-2670.29,-8658.52
2,1,6.59201,-1.06853,946.227,-0,-0,-0,2405.65,-2670,-8659.71
2,2,7.54226,-1.06853,944.573,-0,-0,-0,2404.07,-2668.97,-8668.41
2,3,6.72776,-0.0730332,943.703,-0,-0,-0,2404.94,-2668.97,-8664.21
2,4,6.75039,-1.11378,945.878,-0,-0,-0,2405.32,-2667.6,-8662.87
3,0,6.93139,-0.299281,946.227,-0,-0,-0,2405.9,-2669.13,-8661.61
3,1,6.79564,-0.0504084,945.704,-0,-0,-0,2404.69,-2670.17,-8658.13
3,2,6.65989,-1.0459,946.749,-0,-0,-0,2405.23,-2668.97,-8662.95
3,3,6.29789,-0.48028,948.315,-0,-0,-0,2405.27,-2670.62,-8658.68
3,4,6.97664,0.0174661,947.88,-0,-0,-0,2405.03,-2671.58,-8662.24
4,0,6.00377,-0.095658,949.359,-0,-0,-0,2407.06,-2669.3,-8661.05
4,1,6.61464,0.447338,947.271,-0,-0,-0,2404.11,-2669.84,-8662.63
4,2,6.20739,0.0174661,946.401,-0,-0,-0,2404.4,-2668.63,-8659.31
4,3,6.02639,0.673586,948.054,-0,-0,-0,2404.9,-2668.18,-8658.52
4,4,6.25264,0.560462,948.054,-0,-0,-0,2405.73,-2667.97,-8658.13
5,0,5.80015,0.605712,947.793,-0,-0,-0,2405.85,-2669.84,-8658.76
5,1,6.09427,0.650961,947.01,-0,-0,-0,2405.85,-2670,-8660.97
5,2,5.34765,1.91795,949.185,-0,-0,-0,2404.2,-2669.67,-8662.32
5,3,5.34765,1.64645,948.489,-0,-0,-0,2405.03,-2668.88,-8654.96
5,4,5.37027,1.37496,949.968,-0,-0,-0,2404.28,-2670.38,-8659.23
6,0,5.16665,2.12157,949.359,-0,-0,-0,2400.96,-2670.46,-8660.74
6,1,5.3929,1.94058,948.489,-0,-0,-0,2406.93,-2668.34,-8658.6
6,2,5.68702,1.64645,949.359,-0,-0,-0,2407.76,-2669.42,-8664.29
6,3,4.37478,2.61932,946.313,-0,-0,-0,2406.52,-2668.59,-8668.56
6,4,5.14403,2.91344,947.445,-0,-0,-0,2406.85,-2667.72,-8669.35
7,0,4.62365,3.18494,946.488,-0,-0,-0,2405.73,-2669.46,-8660.82
7,1,5.05353,4.15781,945.356,-0,-0,-0,2405.52,-2669.59,-8660.89
7,2,4.5784,3.90894,947.445,-0,-0,-0,2404.94,-2669.38,-8661.13
7,3,4.62365,3.54694,947.706,-0,-0,-0,2404.2,-2672.82,-8659.23
7,4,4.42003,3.56956,948.837,-0,-0,-0,2404.4,-2667.47,-8662.24
8,0,4.26166,3.77319,949.185,-0,-0,-0,2406.73,-2668.76,-8661.92
8,1,4.60103,4.15781,946.139,-0,-0,-0,2407.06,-2668.01,-8658.29
8,2,4.80465,3.90894,949.707,-0,-0,-0,2403.24,-2669.67,-8663.74
8,3,4.37478,4.31618,949.011,-0,-0,-0,2401.67,-2668.63,-8664.45
8,4,4.64628,3.90894,947.271,-0,-0,-0,2404.15,-2669.75,-8665.48
9,0,4.28428,4.29356,947.88,-0,-0,-0,2403.33,-2670.33,-8661.76
9,1,5.00828,4.49718,946.575,-0,-0,-0,2404.15,-2667.89,-8661.84
9,2,4.32953,4.61031,947.097,-0,-0,-0,2406.1,-2669.84,-8662.32
9,3,4.17116,5.2438,944.747,-0,-0,-0,2406.68,-2669.71,-8662.87
9,4,4.42003,5.13068,946.749,-0,-0,-0,2409.42,-2665.86,-8667.06
10,0,4.14853,5.47005,946.227,-0,-0,-0,2404.86,-2670.83,-8665.8
10,1,4.60103,4.99493,946.313,-0,-0,-0,2404.03,-2667.89,-8664.37
10,2,4.39741,5.1533,948.924,-0,-0,-0,2405.4,-2667.56,-8660.89
10,3,4.71415,5.44742,945.008,-0,-0,-0,2405.32,-2667.1,-8662.71
10,4,4.51053,6.05829,947.097,-0,-0,-0,2406.56,-2671.79,-8658.68
11,0,4.96303,6.44292,948.141,-0,-0,-0,2406.97,-2670.58,-8661.21
11,1,5.0309,5.5153,942.92,-0,-0,-0,2407.55,-2669.46,-8661.92
11,2,3.99016,6.30717,943.616,-0,-0,-0,2407.22,-2669.3,-8666.59
