Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,-3.0286,9.84053,689.347,-0,-0,-0,2406.52,-2669.96,-8665.56
1,1,-2.01049,9.70478,687.78,-0,-0,-0,2406.27,-2669.09,-8663.66
1,2,-2.66661,9.70478,685.431,-0,-0,-0,2405.9,-2670.54,-8658.21
1,3,-2.73448,10.4514,683.864,-0,-0,-0,2407.02,-2668.88,-8665.01
1,4,-2.39511,10.1573,680.993,-0,-0,-0,2406.44,-2669.26,-8666.98
2,0,-2.14624,11.0849,679.078,-0,-0,-0,2404.32,-2670.09,-8665.08
2,1,-2.68923,11.3338,678.034,-0,-0,-0,2402.66,-2671.62,-8661.61
2,2,-2.48561,11.4016,676.903,-0,-0,-0,2403.95,-2669.67,-8661.05
2,3,-2.39511,10.9944,674.466,-0,-0,-0,2405.73,-2669.67,-8660.5
2,4,-2.01049,11.3111,677.251,-0,-0,-0,2408.05,-2670.5,-8663.66
3,0,-2.77973,11.6279,669.245,-0,-0,-0,2405.69,-2668.05,-8666.59
3,1,-2.34986,11.2206,667.418,-0,-0,-0,2405.65,-2668.92,-8663.35
3,2,-2.93811,11.5826,665.329,-0,-0,-0,2403.62,-2669.96,-8661.61
3,3,-2.93811,11.0849,666.026,-0,-0,-0,2402.87,-2667.39,-8665.08
3,4,-2.34986,11.3564,662.458,-0,-0,-0,2406.73,-2669.55,-8653.54
4,0,-2.44036,10.836,658.977,-0,-0,-0,2406.56,-2668.84,-8661.13
4,1,-2.59873,11.8541,658.455,-0,-0,-0,2407.14,-2665.69,-8667.93
4,2,-1.82949,11.6505,656.802,-0,-0,-0,2406.81,-2669.46,-8661.53
4,3,-1.94261,11.379,656.193,-0,-0,-0,2405.15,-2669.09,-8661.69
4,4,-2.64398,11.4469,653.321,-0,-0,-0,2403.82,-2669.42,-8660.66
5,0,-2.01049,12.4424,649.405,-0,-0,-0,2402.75,-2668.68,-8668.88
5,1,-2.73448,11.9673,646.185,-0,-0,-0,2405.48,-2671.7,-8660.1
5,2,-2.73448,11.56,644.532,-0,-0,-0,2405.52,-2669.88,-8663.03
5,3,-3.3906,12.0125,644.445,-0,-0,-0,2405.65,-2673.98,-8656.78
5,4,-2.89286,11.6731,640.268,-0,-0,-0,2406.35,-2672.57,-8660.66
6,0,-2.55348,11.0396,636.874,-0,-0,-0,2406.56,-2672.2,-8662.08
6,1,-2.93811,11.8541,634.003,-0,-0,-0,2405.98,-2670.71,-8666.11
6,2,-3.0286,11.8768,633.133,-0,-0,-0,2407.02,-2669.88,-8664.85
6,3,-3.1191,11.3111,634.873,-0,-0,-0,2407.39,-2668.34,-8660.97
6,4,-2.44036,11.5148,630.522,-0,-0,-0,2405.07,-2669.55,-8663.11
7,0,-3.2096,11.3564,629.043,-0,-0,-0,2405.98,-2668.63,-8661.21
7,1,-3.14173,11.2433,623.038,-0,-0,-0,2405.9,-2668.39,-8662.08
7,2,-2.82498,12.0804,623.038,-0,-0,-0,2405.77,-2669.63,-8662.55
7,3,-2.91548,12.827,621.124,-0,-0,-0,2405.27,-2668.3,-8662.32
7,4,-2.32724,12.8949,619.906,-0,-0,-0,2406.27,-2667.89,-8663.82
8,0,-2.39511,13.3248,617.382,-0,-0,-0,2405.23,-2668.3,-8661.92
8,1,-2.37248,13.3926,617.643,-0,-0,-0,2405.94,-2667.64,-8663.5
8,2,-2.77973,13.7999,613.989,-0,-0,-0,2405.56,-2668.59,-8661.29
8,3,-1.98786,13.8678,614.424,-0,-0,-0,2407.72,-2670.29,-8655.6
8,4,-2.59873,15.4741,612.422,-0,-0,-0,2404.07,-2671.12,-8659.79
9,0,-3.16435,15.4062,610.16,-0,-0,-0,2405.44,-2669.84,-8663.98
9,1,-1.85211,16.1302,606.94,-0,-0,-0,2406.27,-2669.84,-8661.61
9,2,-2.50823,16.9221,605.983,-0,-0,-0,2403.66,-2666.6,-8662.4
9,3,-2.16886,17.9628,603.285,-0,-0,-0,2405.61,-2667.18,-8663.74
9,4,-2.28199,18.6868,601.284,-0,-0,-0,2405.69,-2668.84,-8662.63
10,0,-2.37248,19.2977,600.153,-0,-0,-0,2405.36,-2669.17,-8662.16
10,1,-1.67112,19.5466,601.197,-0,-0,-0,2405.03,-2668.22,-8665.96
10,2,-2.37248,19.524,599.804,-0,-0,-0,2405.36,-2669.92,-8672.75
10,3,-1.62587,20.1801,598.673,-0,-0,-0,2405.61,-2670.17,-8661.92
10,4,-1.96524,20.1348,595.367,-0,-0,-0,2406.73,-2670,-8661.76
11,0,-1.35437,20.7683,590.319,-0,-0,-0,2405.07,-2668.34,-8663.98
11,1,-2.10099,21.1077,592.06,-0,-0,-0,2405.61,-2669.67,-8658.84
11,2,-2.03311,20.7457,593.278,-0,-0,-0,2404.4,-2670.42,-8661.69
11,3,-1.80686,21.1756,590.842,-0,-0,-0,2405.81,-2669.55,-8661.53
11,4,-2.14624,21.5602,586.578,-0,-0,-0,2407.76,-2667.1,-8663.11
12,0,-1.82949,21.0851,587.274,-0,-0,-0,2407.8,-2668.3,-8660.89
12,1,-1.53537,20.4968,587.97,-0,-0,-0,2406.6,-2669.05,-8661.29
12,2,-1.28649,20.9493,587.187,-0,-0,-0,2405.11,-2671.33,-8662
12,3,-1.15074,19.9991,584.924,-0,-0,-0,2405.61,-2673.98,-8657.89
12,4,-0.652998,19.705,590.406,-0,-0,-0,2405.77,-2670.75,-8662.48
13,0,-1.42224,20.0217,585.098,-0,-0,-0,2405.61,-2669.55,-8663.27
13,1,-1.30912,19.9312,584.054,-0,-0,-0,2404.28,-2670.54,-8663.11
13,2,-0.947121,19.7955,588.405,-0,-0,-0,2405.65,-2665.81,-8666.9
13,3,-0.471999,20.5647,586.143,-0,-0,-0,2406.68,-2670.25,-8660.89
13,4,-0.471999,19.5918,584.924,-0,-0,-0,2403.78,-2670.71,-8661.21
14,0,-0.562499,19.9312,584.054,-0,-0,-0,2403.99,-2667.51,-8662.08
14,1,-0.833997,19.0941,585.359,-0,-0,-0,2404.44,-2669.88,-8661.45
14,2,-0.494624,19.2751,584.228,-0,-0,-0,2404.03,-2670.04,-8663.35
14,3,-0.33625,20.1348,586.578,-0,-0,-0,2405.15,-2669.59,-8670.14
14,4,-0.268376,19.2298,586.839,-0,-0,-0,2406.06,-2669.59,-8665.08
15,0,-0.200501,20.4968,584.141,-0,-0,-0,2405.36,-2670.33,-8662.16
15,1,-0.404125,20.9493,587.013,-0,-0,-0,2403.95,-2670.71,-8663.03
15,2,-0.223126,21.4697,588.753,-0,-0,-0,2405.85,-2671.29,-8656.7
15,3,-0.3815,22.1258,589.971,-0,-0,-0,2405.23,-2669.22,-8663.58
15,4,-0.268376,21.8091,592.06,-0,-0,-0,2404.07,-2669.42,-8662.48
16,0,-0.177877,22.6009,589.797,-0,-0,-0,2406.06,-2668.51,-8661.29
16,1,-0.539874,21.8091,589.188,-0,-0,-0,2402.87,-2670.67,-8666.98
16,2,-0.585124,23.1439,591.016,-0,-0,-0,2404.15,-2669.09,-8660.34
16,3,0.138871,23.6417,591.016,-0,-0,-0,2404.9,-2670.13,-8663.11
16,4,-0.607748,23.5286,593.539,-0,-0,-0,2404.86,-2667.76,-8666.27
17,0,0.251995,24.0263,592.756,-0,-0,-0,2406.27,-2669.3,-8664.21
17,1,-0.313626,24.4109,595.367,-0,-0,-0,2405.77,-2669.92,-8664.85
17,2,0.31987,24.343,594.583,-0,-0,-0,2405.69,-2667.14,-8664.14
17,3,-0.177877,24.8408,594.148,-0,-0,-0,2405.11,-2669.59,-8672.04
17,4,-0.0195029,24.2978,593.974,-0,-0,-0,2404.44,-2668.97,-8662.71
18,0,0.636617,24.7503,594.148,-0,-0,-0,2404.69,-2668.97,-8662.55
18,1,0.0709964,23.5964,596.672,-0,-0,-0,2405.98,-2668.8,-8663.42
18,2,-0.0421277,24.0716,595.541,-0,-0,-0,2406.31,-2673.2,-8658.44
18,3,0.410369,23.4833,597.542,-0,-0,-0,2406.06,-2669.3,-8662.32
18,4,-0.42675,23.2118,593.713,-0,-0,-0,2406.27,-2669.17,-8663.98
19,0,-0.268376,22.8498,599.369,-0,-0,-0,2406.1,-2672.57,-8660.1
19,1,0.0936213,23.1892,599.717,-0,-0,-0,2404.69,-2669.22,-8661.61
19,2,0.568743,23.4381,596.498,-0,-0,-0,2405.48,-2670.17,-8659.71
19,3,0.749741,23.4381,598.238,-0,-0,-0,2406.15,-2668.14,-8663.82
19,4,0.387744,21.7638,601.371,-0,-0,-0,2404.61,-2666.77,-8666.98
20,0,0.840241,22.4199,596.933,-0,-0,-0,2405.56,-2668.34,-8661.29
20,1,0.704492,23.0082,601.371,-0,-0,-0,2405.9,-2668.55,-8664.77
20,2,1.06649,21.6281,598.499,-0,-0,-0,2404.61,-2668.55,-8660.18
20,3,1.13436,21.6507,601.806,-0,-0,-0,2405.44,-2669.26,-8663.19
20,4,1.04386,21.3792,598.673,-0,-0,-0,2405.11,-2668.92,-8660.89
21,0,0.727116,21.7186,598.847,-0,-0,-0,2404.82,-2669.55,-8668.8
21,1,0.93074,22.4426,602.85,-0,-0,-0,2406.19,-2672.45,-8661.05
21,2,0.116246,22.2163,602.502,-0,-0,-0,2406.23,-2669.63,-8660.58
21,3,0.31987,22.0579,601.371,-0,-0,-0,2406.1,-2669.96,-8661.13
21,4,-0.0873773,21.8543,599.195,-0,-0,-0,2407.76,-2669.17,-8660.58
