Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,-17.1634,-61.0911,550.924,-0,-0,-0,2405.19,-2669.71,-8662.79
1,1,-17.2992,-61.3174,547.443,-0,-0,-0,2405.48,-2669.55,-8663.27
1,2,-18.091,-61.2042,539.873,-0,-0,-0,2408.14,-2667.22,-8652.83
1,3,-17.8874,-61.883,534.739,-0,-0,-0,2404.53,-2669.09,-8665.56
1,4,-18.0005,-62.6296,529.779,-0,-0,-0,2405.44,-2668.43,-8664.45
2,0,-18.6793,-63.3536,525.515,-0,-0,-0,2404.44,-2669.05,-8661.45
2,1,-18.815,-63.8513,521.773,-0,-0,-0,2406.02,-2670.75,-8656.07
2,2,-19.6748,-64.2586,517.944,-0,-0,-0,2404.9,-2669.21,-8661.13
2,3,-20.1046,-63.9645,511.418,-0,-0,-0,2405.44,-2670.87,-8660.18
2,4,-20.3988,-64.7563,507.154,-0,-0,-0,2405.23,-2669.38,-8661.45
3,0,-20.6024,-65.4351,500.54,-0,-0,-0,2407.89,-2667.8,-8662.55
3,1,-21.4169,-65.4803,497.408,-0,-0,-0,2405.19,-2669.17,-8664.53
3,2,-21.6658,-66.0007,491.752,-0,-0,-0,2405.85,-2669.63,-8661.29
3,3,-21.5074,-65.7066,492.274,-0,-0,-0,2404.74,-2670.91,-8658.36
3,4,-22.1409,-65.5708,484.616,-0,-0,-0,2405.9,-2670,-8660.03
4,0,-22.5934,-66.5889,478.177,-0,-0,-0,2406.68,-2669.84,-8658.6
4,1,-22.7065,-66.0007,473.13,-0,-0,-0,2404.9,-2669.63,-8661.37
4,2,-22.6839,-65.9102,469.997,-0,-0,-0,2408.09,-2668.84,-8663.19
4,3,-22.2766,-66.5211,468.779,-0,-0,-0,2405.77,-2670.92,-8665.48
4,4,-22.1183,-65.6839,460.164,-0,-0,-0,2405.65,-2671.83,-8666.27
5,0,-22.5934,-65.6161,455.552,-0,-0,-0,2406.85,-2665.52,-8665.72
5,1,-21.892,-65.2088,449.635,-0,-0,-0,2407.68,-2669.59,-8658.6
5,2,-22.2993,-65.5029,446.763,-0,-0,-0,2405.07,-2669.92,-8662.48
5,3,-22.2088,-65.5934,444.152,-0,-0,-0,2404.32,-2670.91,-8662.71
5,4,-22.0504,-65.2993,437.8,-0,-0,-0,2405.56,-2670.13,-8664.21
6,0,-21.8694,-64.8694,431.883,-0,-0,-0,2404.32,-2668.55,-8663.5
6,1,-21.4169,-64.8242,425.356,-0,-0,-0,2405.15,-2669.55,-8661.45
6,2,-21.892,-65.6839,423.355,-0,-0,-0,2403.91,-2665.28,-8665.56
6,3,-21.2811,-64.0776,417.264,-0,-0,-0,2404.4,-2666.98,-8667.14
6,4,-20.8965,-64.3038,412.217,-0,-0,-0,2404.03,-2668.43,-8662.24
7,0,-20.6703,-64.5301,408.475,-0,-0,-0,2405.65,-2667.8,-8661.13
