Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,-5.85847,-4.09532,726.41,-0,-0,-0,2403.28,-2671,-8661.13
1,1,-4.61411,-3.73332,729.282,-0,-0,-0,2403.04,-2670.91,-8661.29
1,2,-4.36523,-3.66545,726.932,-0,-0,-0,2405.36,-2671.12,-8662.4
1,3,-4.56886,-4.02745,730.5,-0,-0,-0,2405.77,-2672.08,-8658.52
1,4,-4.88561,-4.79669,727.889,-0,-0,-0,2405.07,-2669.75,-8659.31
2,0,-4.34261,-4.66094,729.717,-0,-0,-0,2405.94,-2669.34,-8662.87
2,1,-3.36974,-5.67906,731.196,-0,-0,-0,2406.44,-2669.42,-8659.63
2,2,-4.13899,-5.65643,727.541,-0,-0,-0,2406.48,-2668.92,-8659.08
2,3,-4.09374,-5.65643,733.023,-0,-0,-0,2404.24,-2670.29,-8661.92
2,4,-3.41499,-6.19943,732.153,-0,-0,-0,2405.65,-2669.67,-8660.89
3,0,-3.48287,-6.10893,732.327,-0,-0,-0,2405.19,-2671.25,-8661.61
3,1,-2.89462,-5.97318,730.587,-0,-0,-0,2406.6,-2669.92,-8658.76
3,2,-2.64575,-6.83292,732.066,-0,-0,-0,2406.85,-2670.25,-8662.08
3,3,-2.21588,-6.58405,732.936,-0,-0,-0,2406.44,-2666.06,-8667.06
3,4,-1.85388,-7.64742,734.59,-0,-0,-0,2407.64,-2669.05,-8659.39
4,0,-1.62763,-6.9913,733.284,-0,-0,-0,2404.36,-2669.13,-8660.74
4,1,-1.83125,-7.19492,731.892,-0,-0,-0,2403.99,-2667.97,-8661.76
4,2,-2.19325,-7.73792,733.197,-0,-0,-0,2405.56,-2669.05,-8670.07
4,3,-1.67288,-8.82391,734.416,-0,-0,-0,2405.98,-2672.24,-8658.21
4,4,-0.700013,-7.12705,735.286,-0,-0,-0,2403.74,-2669.38,-8662.87
5,0,-1.55976,-7.76054,732.153,-0,-0,-0,2399.88,-2671.54,-8662.4
5,1,-0.745262,-8.05467,734.155,-0,-0,-0,2405.32,-2669.59,-8656.86
5,2,-0.881011,-8.21304,730.935,-0,-0,-0,2405.4,-2669.51,-8663.03
5,3,0.00135709,-8.57504,736.678,-0,-0,-0,2405.11,-2670,-8660.82
5,4,-0.451139,-8.19041,737.722,-0,-0,-0,2405.52,-2669.88,-8661.92
6,0,0.408604,-8.95966,737.635,-0,-0,-0,2407.06,-2669.22,-8664.29
6,1,-0.0212677,-9.07278,735.634,-0,-0,-0,2405.15,-2669.3,-8662.48
6,2,0.25023,-8.71078,735.982,-0,-0,-0,2404.65,-2670.42,-8662.79
6,3,0.883725,-9.4574,739.898,-0,-0,-0,2404.78,-2670.17,-8663.82
