Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,11.8743,7.62687,583.836,-0,-0,-0,2405.4,-2669.59,-8655.99
1,1,11.6707,7.94362,584.097,-0,-0,-0,2409.38,-2667.31,-8662.16
1,2,11.8969,8.28299,586.098,-0,-0,-0,2407.18,-2669.17,-8661.53
1,3,11.5349,7.62687,585.228,-0,-0,-0,2405.73,-2669.17,-8660.03
1,4,11.8743,7.40063,582.791,-0,-0,-0,2405.11,-2670.79,-8666.59
2,0,11.6028,7.69475,585.402,-0,-0,-0,2405.98,-2669.13,-8659.08
2,1,11.3765,7.33275,587.925,-0,-0,-0,2406.85,-2669.51,-8662.08
2,2,11.2634,7.35538,588.883,-0,-0,-0,2408.09,-2668.3,-8659.79
2,3,11.9648,8.44137,583.4,-0,-0,-0,2404.28,-2670.46,-8663.03
2,4,11.7612,7.85312,585.663,-0,-0,-0,2404.36,-2670.13,-8662
3,0,11.3087,7.96625,586.011,-0,-0,-0,2406.23,-2669.71,-8660.26
3,1,11.5575,7.76262,587.229,-0,-0,-0,2405.77,-2668.88,-8663.35
3,2,11.6254,8.0115,589.405,-0,-0,-0,2408.18,-2671.99,-8664.37
3,3,10.8562,8.21512,587.49,-0,-0,-0,2406.23,-2669.13,-8662.71
3,4,11.3087,7.85312,586.533,-0,-0,-0,2406.15,-2669.01,-8663.5
4,0,11.4218,8.26037,587.403,-0,-0,-0,2405.73,-2671.66,-8661.84
4,1,10.8562,7.8305,586.533,-0,-0,-0,2404.44,-2670.13,-8662.32
4,2,10.8788,8.73549,587.49,-0,-0,-0,2404.98,-2669.42,-8661.84
4,3,10.8109,8.0115,588.186,-0,-0,-0,2408.18,-2669.63,-8661.53
4,4,10.9693,8.48662,586.881,-0,-0,-0,2406.39,-2669.38,-8657.57
5,0,11.4897,8.46399,590.623,-0,-0,-0,2405.81,-2669.63,-8660.58
5,1,10.9919,8.64499,587.838,-0,-0,-0,2405.11,-2668.8,-8660.18
5,2,10.5847,8.0115,589.231,-0,-0,-0,2405.56,-2670.87,-8657.02
5,3,10.5847,7.921,588.273,-0,-0,-0,2405.15,-2670.58,-8655.36
5,4,10.7204,7.98887,586.62,-0,-0,-0,2405.69,-2669.38,-8658.76
6,0,11.0145,8.05675,589.753,-0,-0,-0,2404.2,-2670.33,-8661.61
6,1,10.6299,8.44137,587.925,-0,-0,-0,2403.04,-2669.84,-8662.48
6,2,9.88329,8.69024,586.707,-0,-0,-0,2404.86,-2669.63,-8663.03
6,3,10.6073,8.55449,589.405,-0,-0,-0,2405.52,-2669.71,-8661.37
6,4,10.0643,8.62237,587.925,-0,-0,-0,2408.38,-2669.55,-8659.39
7,0,10.1548,8.71287,587.925,-0,-0,-0,2408.51,-2671.41,-8657.89
7,1,9.83804,8.35087,587.751,-0,-0,-0,2405.85,-2669.59,-8655.91
7,2,10.2453,8.16987,588.447,-0,-0,-0,2405.44,-2669.63,-8660.26
7,3,9.92854,8.39612,586.098,-0,-0,-0,2408.38,-2668.63,-8660.34
7,4,9.79279,8.96174,587.49,-0,-0,-0,2404.94,-2670.5,-8668.64
8,0,9.95117,9.09749,589.579,-0,-0,-0,2405.03,-2669.63,-8666.51
8,1,9.45342,8.66762,584.532,-0,-0,-0,2405.32,-2668.84,-8665.48
8,2,9.79279,9.36899,586.011,-0,-0,-0,2406.56,-2670.21,-8667.38
8,3,9.3403,8.55449,587.055,-0,-0,-0,2405.94,-2670.58,-8661.21
8,4,9.38555,9.36899,588.708,-0,-0,-0,2405.52,-2670.21,-8662.63
9,0,9.72492,8.62237,586.707,-0,-0,-0,2405.61,-2669.84,-8664.21
9,1,9.2498,9.36899,588.708,-0,-0,-0,2406.31,-2667.81,-8656.63
9,2,8.93305,9.45949,587.925,-0,-0,-0,2404.28,-2670.25,-8655.2
9,3,9.31767,8.84861,582.965,-0,-0,-0,2406.1,-2669.84,-8661.92
9,4,9.09142,9.39161,587.403,-0,-0,-0,2404.45,-2669.88,-8666.35
10,0,9.49867,9.05224,586.011,-0,-0,-0,2404.69,-2669.26,-8661.37
10,1,9.04618,9.25586,587.142,-0,-0,-0,2405.65,-2669.01,-8659.79
10,2,9.45342,9.79886,583.313,-0,-0,-0,2405.07,-2669.71,-8661.53
10,3,8.93305,9.07486,587.49,-0,-0,-0,2407.31,-2668.39,-8660.1
10,4,9.09142,9.61786,584.967,-0,-0,-0,2405.56,-2669.05,-8663.27
11,0,9.02355,9.48211,586.185,-0,-0,-0,2405.32,-2668.72,-8663.5
11,1,8.77468,9.64048,586.62,-0,-0,-0,2405.77,-2668.59,-8663.58
11,2,9.11405,10.4097,587.577,-0,-0,-0,2404.82,-2669.13,-8665.48
11,3,8.34481,9.79886,584.967,-0,-0,-0,2406.6,-2670.04,-8658.44
