Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,-34.2149,19.6031,637.545,-0,-0,-0,2403.57,-2669.34,-8658.92
1,1,-34.1471,18.9922,638.763,-0,-0,-0,2405.94,-2668.63,-8664.06
1,2,-34.1244,19.1506,639.72,-0,-0,-0,2407.76,-2669.17,-8668.8
1,3,-33.1742,18.8112,638.937,-0,-0,-0,2406.1,-2667.43,-8667.77
1,4,-33.6041,18.585,641.026,-0,-0,-0,2405.98,-2669.46,-8664.61
2,0,-32.2918,18.0194,641.722,-0,-0,-0,2404.9,-2668.18,-8663.98
2,1,-32.6538,18.1551,640.329,-0,-0,-0,2403.04,-2673.69,-8660.34
2,2,-31.138,17.9741,640.591,-0,-0,-0,2404.53,-2671.74,-8663.5
2,3,-32.1335,18.2456,639.633,-0,-0,-0,2405.23,-2670.09,-8661.76
2,4,-32.2466,18.6302,640.068,-0,-0,-0,2404.65,-2667.93,-8663.03
3,0,-31.0475,18.404,641.461,-0,-0,-0,2404.07,-2669.8,-8660.89
3,1,-31.0701,17.9062,642.07,-0,-0,-0,2405.85,-2669.42,-8659.55
3,2,-31.0701,18.1551,643.201,-0,-0,-0,2405.03,-2669.75,-8661.37
3,3,-30.8891,17.5895,643.375,-0,-0,-0,2404.98,-2668.39,-8652.83
3,4,-30.233,18.1325,641.287,-0,-0,-0,2405.44,-2666.85,-8665.8
4,0,-30.1651,17.6347,644.941,-0,-0,-0,2405.11,-2670.04,-8662.63
4,1,-30.3461,17.7026,643.549,-0,-0,-0,2405.65,-2666.6,-8662.63
4,2,-29.4185,16.8202,639.981,-0,-0,-0,2407.14,-2666.73,-8659.87
4,3,-29.509,18.1099,641.722,-0,-0,-0,2406.27,-2669.59,-8657.5
4,4,-29.6673,17.9967,644.854,-0,-0,-0,2405.73,-2671.7,-8662.79
5,0,-29.3959,17.5895,641.983,-0,-0,-0,2404.74,-2670.79,-8664.69
5,1,-29.3053,17.0465,642.853,-0,-0,-0,2406.48,-2670.46,-8662.95
5,2,-29.509,17.9062,641.374,-0,-0,-0,2404.9,-2669.96,-8664.29
5,3,-29.3732,17.1822,643.201,-0,-0,-0,2405.98,-2669.17,-8663.58
5,4,-28.8302,18.2456,642.592,-0,-0,-0,2406.77,-2668.84,-8659.55
6,0,-28.423,18.2909,641.026,-0,-0,-0,2406.89,-2666.69,-8663.5
6,1,-28.1289,18.1777,643.81,-0,-0,-0,2404.28,-2669.42,-8659.39
6,2,-27.88,17.9741,642.94,-0,-0,-0,2401.46,-2669.17,-8660.82
6,3,-28.2872,18.1777,638.763,-0,-0,-0,2406.68,-2669.55,-8654.89
6,4,-28.242,18.8339,639.807,-0,-0,-0,2405.9,-2669.84,-8655.6
7,0,-28.242,17.7931,638.676,-0,-0,-0,2407.55,-2669.63,-8660.66
7,1,-27.88,18.6302,639.111,-0,-0,-0,2405.94,-2669.34,-8660.74
7,2,-27.4501,18.3361,638.85,-0,-0,-0,2404.15,-2671.7,-8657.57
7,3,-27.6085,19.1959,640.068,-0,-0,-0,2405.65,-2669.3,-8658.76
7,4,-28.604,19.3769,637.284,-0,-0,-0,2404.4,-2669.55,-8664.53
8,0,-27.4275,19.3316,637.893,-0,-0,-0,2403.49,-2673.36,-8661.69
8,1,-27.3822,19.3769,639.372,-0,-0,-0,2406.02,-2669.96,-8657.89
8,2,-27.0655,20.757,636.501,-0,-0,-0,2404.69,-2670.09,-8661.84
8,3,-26.9071,19.8746,635.543,-0,-0,-0,2405.48,-2669.92,-8661.61
8,4,-27.2917,21.0285,635.456,-0,-0,-0,2406.56,-2667.31,-8665.72
9,0,-26.7261,21.481,640.678,-0,-0,-0,2408.67,-2665.77,-8664.53
9,1,-26.6582,20.576,637.371,-0,-0,-0,2407.26,-2668.97,-8662.48
9,2,-26.8392,21.6846,638.763,-0,-0,-0,2406.19,-2669.51,-8663.66
9,3,-26.432,21.3452,637.893,-0,-0,-0,2406.1,-2670.46,-8663.5
9,4,-26.1831,21.7751,639.633,-0,-0,-0,2405.4,-2669.84,-8663.82
10,0,-26.7035,21.8203,636.327,-0,-0,-0,2403.74,-2670.09,-8663.42
10,1,-25.708,23.1326,634.064,-0,-0,-0,2405.98,-2670.33,-8663.19
10,2,-26.3641,23.3362,636.849,-0,-0,-0,2406.15,-2670,-8664.45
10,3,-26.1152,23.5398,637.197,-0,-0,-0,2406.52,-2669.92,-8662.95
10,4,-25.1876,23.4041,637.371,-0,-0,-0,2406.81,-2669.71,-8662.63
11,0,-25.5723,22.8837,637.806,-0,-0,-0,2407.51,-2668.26,-8657.57
11,1,-25.8211,23.6756,638.937,-0,-0,-0,2403.49,-2670.42,-8667.14
11,2,-25.7985,24.7842,641.287,-0,-0,-0,2404.53,-2668.63,-8663.35
11,3,-25.9343,24.3091,636.936,-0,-0,-0,2405.32,-2669.05,-8660.58
11,4,-25.0066,25.5987,637.11,-0,-0,-0,2406.64,-2668.55,-8667.38
12,0,-25.0293,26.2322,636.327,-0,-0,-0,2406.48,-2669.75,-8654.89
12,1,-24.9388,25.7344,639.72,-0,-0,-0,2405.85,-2668.97,-8664.14
