Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,0.865264,8.88735,764.302,-0,-0,-0,2408.26,-2664.78,-8668.41
1,1,0.887889,8.95522,761.343,-0,-0,-0,2409.46,-2672.91,-8658.68
1,2,0.458017,9.49822,765.172,-0,-0,-0,2407.8,-2669.63,-8661.37
1,3,0.525892,9.1136,762.997,-0,-0,-0,2406.6,-2668.76,-8663.19
1,4,0.412768,9.40772,761.865,-0,-0,-0,2408.92,-2669.67,-8658.13
2,0,-0.107603,9.49822,763.867,-0,-0,-0,2405.19,-2669.38,-8661.21
2,1,-0.60535,9.72447,761.604,-0,-0,-0,2405.36,-2669.55,-8661.05
2,2,-0.265977,8.72897,762.213,-0,-0,-0,2403.78,-2669.38,-8661.45
2,3,-0.876848,9.20409,763.867,-0,-0,-0,2405.44,-2671.25,-8656.31
2,4,-0.922097,9.67922,761.43,-0,-0,-0,2403.95,-2669.17,-8663.03
3,0,-0.424351,9.04572,760.386,-0,-0,-0,2406.68,-2669.59,-8661.76
3,1,-1.44247,8.86472,762.3,-0,-0,-0,2402.58,-2671.29,-8668.01
3,2,-1.05785,9.47559,760.56,-0,-0,-0,2409.13,-2668.84,-8660.34
3,3,-1.55559,9.27197,760.386,-0,-0,-0,2405.48,-2669.71,-8662.63
3,4,-2.14384,9.06835,760.734,-0,-0,-0,2404.44,-2669.92,-8662
4,0,-1.84971,9.31722,760.386,-0,-0,-0,2404.61,-2668.92,-8661.29
4,1,-1.69134,9.47559,758.124,-0,-0,-0,2405.27,-2669.42,-8665.8
4,2,-2.34746,8.63848,760.038,-0,-0,-0,2405.9,-2669.59,-8662
4,3,-2.30221,9.27197,759.342,-0,-0,-0,2406.06,-2669.51,-8660.74
4,4,-2.07596,9.13622,758.037,-0,-0,-0,2406.81,-2669.55,-8667.3
5,0,-2.73208,9.33984,756.557,-0,-0,-0,2405.11,-2669.3,-8663.19
5,1,-2.91308,8.72897,757.95,-0,-0,-0,2404.78,-2669.46,-8663.42
5,2,-2.93571,9.58872,756.731,-0,-0,-0,2404.03,-2669.34,-8663.35
5,3,-3.7502,9.27197,757.079,-0,-0,-0,2404.49,-2667.93,-8662.08
5,4,-3.43345,9.22672,754.121,-0,-0,-0,2405.73,-2669.96,-8661.61
6,0,-3.54658,9.40772,756.209,-0,-0,-0,2405.23,-2669.92,-8661.76
6,1,-3.59183,9.43034,756.992,-0,-0,-0,2410.13,-2668.92,-8662
6,2,-4.67782,8.63848,755.252,-0,-0,-0,2403.99,-2670,-8662.55
6,3,-4.63257,9.15885,754.73,-0,-0,-0,2405.44,-2670.29,-8662.79
6,4,-4.2932,9.00047,754.382,-0,-0,-0,2405.36,-2669.46,-8662.08
7,0,-4.81357,8.88735,755.948,-0,-0,-0,2405.73,-2670.75,-8660.74
7,1,-5.22081,9.00047,752.206,-0,-0,-0,2405.07,-2668.1,-8663.42
7,2,-5.31131,9.31722,754.904,-0,-0,-0,2405.15,-2669.05,-8662.48
7,3,-5.01719,8.70635,753.773,-0,-0,-0,2406.56,-2669.22,-8663.11
7,4,-5.46969,8.32173,753.686,-0,-0,-0,2402.58,-2669.88,-8666.03
8,0,-5.46969,8.34435,752.293,-0,-0,-0,2405.9,-2669.96,-8655.6
8,1,-5.89956,8.45748,752.119,-0,-0,-0,2405.32,-2670,-8663.27
8,2,-5.96743,8.5706,750.814,-0,-0,-0,2406.97,-2670.21,-8659.87
8,3,-6.8498,7.95973,751.597,-0,-0,-0,2404.57,-2669.21,-8666.67
8,4,-6.8498,7.93711,753.164,-0,-0,-0,2405.32,-2669.71,-8662.32
9,0,-7.1213,8.45748,751.684,-0,-0,-0,2404.9,-2669.22,-8662.55
9,1,-6.80455,8.36698,751.249,-0,-0,-0,2404.57,-2670.38,-8667.3
9,2,-6.32943,7.57511,750.814,-0,-0,-0,2405.36,-2668.22,-8667.06
9,3,-7.52855,8.18598,749.857,-0,-0,-0,2404.98,-2669.71,-8662.32
9,4,-7.5738,7.77873,750.901,-0,-0,-0,2404.24,-2670.04,-8662
10,0,-7.25705,7.82398,751.684,-0,-0,-0,2404.53,-2669.26,-8661.61
10,1,-8.20729,7.43936,749.944,-0,-0,-0,2405.52,-2669.46,-8662.16
10,2,-8.34304,7.55248,751.162,-0,-0,-0,2405.03,-2669.8,-8662.48
10,3,-7.86792,7.46198,748.378,-0,-0,-0,2408.09,-2668.51,-8662.32
10,4,-8.95391,7.59773,748.29,-0,-0,-0,2405.94,-2671,-8658.6
11,0,-8.81816,7.19049,749.074,-0,-0,-0,2405.9,-2669.42,-8665.88
11,1,-8.79554,7.95973,748.9,-0,-0,-0,2406.06,-2669.46,-8666.27
11,2,-9.40641,7.73348,748.987,-0,-0,-0,2406.97,-2668.72,-8665.16
11,3,-8.86341,6.80586,750.118,-0,-0,-0,2404.65,-2671.21,-8659.55
11,4,-9.54216,6.73799,745.593,-0,-0,-0,2406.1,-2670.17,-8662.16
12,0,-9.36116,6.57962,746.55,-0,-0,-0,2405.81,-2669.34,-8660.26
12,1,-9.20278,7.21311,747.246,-0,-0,-0,2408.26,-2666.98,-8659.39
12,2,-10.0852,6.73799,749.683,-0,-0,-0,2404.94,-2670.38,-8658.29
12,3,-10.4698,7.03211,747.507,-0,-0,-0,2406.1,-2669.13,-8663.66
12,4,-10.4924,6.35337,745.68,-0,-0,-0,2405.4,-2669.01,-8663.74
13,0,-10.6508,6.78324,748.116,-0,-0,-0,2402.25,-2668.39,-8672.83
13,1,-11.0354,6.37599,745.68,-0,-0,-0,2405.36,-2670.38,-8658.68
13,2,-11.2616,5.76512,745.941,-0,-0,-0,2405.11,-2668.39,-8661.84
13,3,-11.8725,5.833,745.941,-0,-0,-0,2405.27,-2668.88,-8661.29
13,4,-10.8996,5.33525,745.419,-0,-0,-0,2405.85,-2669.51,-8659.55
14,0,-11.6915,5.33525,743.591,-0,-0,-0,2405.11,-2670.04,-8662.71
14,1,-11.9404,5.60675,744.636,-0,-0,-0,2405.94,-2669.42,-8664.21
14,2,-11.8273,4.97325,744.549,-0,-0,-0,2405.56,-2668.59,-8663.5
14,3,-12.3703,5.109,747.333,-0,-0,-0,2406.02,-2668.88,-8663.5
14,4,-12.1893,4.15876,741.851,-0,-0,-0,2405.23,-2670.17,-8660.58
15,0,-12.5965,4.29451,744.723,-0,-0,-0,2406.31,-2669.84,-8663.98
15,1,-12.0761,4.20401,743.679,-0,-0,-0,2404.65,-2670.58,-8666.98
15,2,-13.3431,4.45288,742.46,-0,-0,-0,2404.28,-2668.05,-8669.35
15,3,-12.7323,3.43476,743.504,-0,-0,-0,2405.61,-2670.46,-8670.7
15,4,-13.4789,3.00489,743.069,-0,-0,-0,2405.15,-2669.88,-8663.42
16,0,-13.1848,2.6429,742.112,-0,-0,-0,2405.23,-2670.38,-8660.97
16,1,-13.0264,2.50715,741.938,-0,-0,-0,2406.77,-2668.97,-8660.5
16,2,-13.9087,2.52977,742.025,-0,-0,-0,2405.73,-2670.09,-8661.76
16,3,-14.1802,1.76053,741.938,-0,-0,-0,2406.02,-2669.71,-8663.9
16,4,-14.0897,1.62478,741.851,-0,-0,-0,2405.03,-2667.89,-8664.29
17,0,-14.6554,1.51165,742.286,-0,-0,-0,2408.38,-2668.14,-8655.36
17,1,-14.5649,1.19491,742.112,-0,-0,-0,2405.65,-2669.34,-8662
17,2,-15.1984,0.606661,738.979,-0,-0,-0,2405.19,-2669.3,-8663.27
17,3,-14.678,0.267289,740.981,-0,-0,-0,2404.11,-2666.6,-8666.75
17,4,-15.3794,0.0862905,741.242,-0,-0,-0,2405.07,-2669.92,-8663.42
18,0,-16.0355,-0.139958,741.938,-0,-0,-0,2405.36,-2670.5,-8660.89
18,1,-16.7369,-0.705578,741.242,-0,-0,-0,2408.59,-2666.6,-8661.76
18,2,-16.3749,-0.637704,739.763,-0,-0,-0,2406.64,-2669.59,-8665.8
18,3,-16.9631,-0.909202,740.285,-0,-0,-0,2405.27,-2669.88,-8663.5
18,4,-16.9857,-0.977076,741.242,-0,-0,-0,2405.94,-2669.17,-8664.45
19,0,-17.1667,-1.04495,741.242,-0,-0,-0,2403.99,-2669.22,-8660.02
19,1,-16.9631,-2.28932,740.546,-0,-0,-0,2405.56,-2669.59,-8664.06
19,2,-17.1893,-2.47031,738.283,-0,-0,-0,2405.11,-2669.26,-8662.87
19,3,-17.6871,-2.37982,742.025,-0,-0,-0,2405.73,-2669.63,-8659.47
19,4,-18.4337,-2.83231,741.068,-0,-0,-0,2405.69,-2666.77,-8666.35
20,0,-18.6373,-3.35268,739.937,-0,-0,-0,2405.77,-2669.22,-8666.27
20,1,-18.841,-3.55631,739.415,-0,-0,-0,2405.69,-2669.67,-8663.03
20,2,-19.0898,-3.46581,742.721,-0,-0,-0,2407.14,-2668.97,-8665.08
20,3,-19.4971,-4.43867,742.025,-0,-0,-0,2405.56,-2671.54,-8664.29
20,4,-19.8365,-4.4613,740.72,-0,-0,-0,2405.81,-2669.84,-8660.42
21,0,-19.8365,-4.98167,740.459,-0,-0,-0,2405.44,-2670.21,-8662.08
21,1,-20.5831,-5.50204,739.85,-0,-0,-0,2405.03,-2669.51,-8666.98
21,2,-20.4247,-4.84592,739.502,-0,-0,-0,2407.06,-2668.05,-8664.21
21,3,-20.8319,-5.0948,741.242,-0,-0,-0,2406.1,-2669.22,-8663.27
21,4,-21.7143,-5.70567,740.894,-0,-0,-0,2405.85,-2670.17,-8659.95
22,0,-22.3026,-5.90929,741.242,-0,-0,-0,2405.69,-2672.28,-8658.05
22,1,-22.2347,-6.47491,738.37,-0,-0,-0,2403.04,-2670.87,-8666.51
22,2,-23.0492,-6.20341,737.674,-0,-0,-0,2405.69,-2669.88,-8662.16
22,3,-23.3885,-7.06316,737.152,-0,-0,-0,2404.44,-2670,-8663.42
22,4,-23.0266,-6.90478,739.763,-0,-0,-0,2403.12,-2669.75,-8667.38
23,0,-23.298,-6.76903,739.241,-0,-0,-0,2406.23,-2668.97,-8664.53
23,1,-24.203,-6.70116,739.328,-0,-0,-0,2405.98,-2667.39,-8667.14
23,2,-24.5877,-7.78715,740.72,-0,-0,-0,2405.36,-2666.85,-8670.94
23,3,-24.4972,-7.22153,736.717,-0,-0,-0,2405.03,-2672.53,-8663.58
23,4,-24.6782,-7.71927,737.413,-0,-0,-0,2404.57,-2670.79,-8659.23
24,0,-25.1533,-7.8324,737.065,-0,-0,-0,2406.02,-2669.05,-8660.97
24,1,-25.4248,-7.87765,736.804,-0,-0,-0,2405.11,-2669.75,-8664.85
24,2,-26.1262,-8.12652,737.5,-0,-0,-0,2405.23,-2669.59,-8658.13
24,3,-26.1035,-8.1944,734.977,-0,-0,-0,2405.44,-2668.68,-8665.16
24,4,-25.9904,-8.1944,739.328,-0,-0,-0,2407.35,-2664.94,-8666.11
25,0,-27.2348,-8.53377,737.5,-0,-0,-0,2405.52,-2668.76,-8659.87
25,1,-27.1216,-8.71477,738.37,-0,-0,-0,2405.07,-2670.42,-8658.76
25,2,-27.5515,-8.71477,738.109,-0,-0,-0,2405.07,-2671.91,-8657.5
25,3,-27.4384,-8.73739,736.543,-0,-0,-0,2405.4,-2671.74,-8659.79
25,4,-28.2303,-8.53377,735.499,-0,-0,-0,2405.85,-2671.12,-8658.21
26,0,-28.185,-8.33014,737.413,-0,-0,-0,2405.69,-2669.34,-8663.9
26,1,-28.2076,-8.73739,737.152,-0,-0,-0,2404.49,-2671.12,-8666.9
26,2,-28.7506,-8.98627,735.499,-0,-0,-0,2406.44,-2667.8,-8667.22
26,3,-28.9543,-8.57902,737.413,-0,-0,-0,2405.52,-2668.92,-8663.98
26,4,-29.3841,-8.66952,737.413,-0,-0,-0,2404.61,-2669.8,-8662.24
27,0,-28.9543,-8.39802,738.283,-0,-0,-0,2404.11,-2669.8,-8665.48
27,1,-30.357,-8.78264,738.37,-0,-0,-0,2404.65,-2669.88,-8665.4
27,2,-30.1307,-9.28039,738.283,-0,-0,-0,2404.82,-2669.75,-8660.58
27,3,-30.2665,-9.05414,738.718,-0,-0,-0,2405.48,-2669.84,-8661.92
27,4,-31.3072,-9.23514,738.893,-0,-0,-0,2406.64,-2670.62,-8662
28,0,-31.9181,-8.78264,737.326,-0,-0,-0,2406.15,-2669.8,-8661.92
28,1,-31.5561,-8.76002,739.328,-0,-0,-0,2406.52,-2669.84,-8662.71
28,2,-31.7145,-8.60164,738.196,-0,-0,-0,2405.85,-2670.5,-8659.87
28,3,-32.1444,-8.35277,736.717,-0,-0,-0,2405.69,-2669.38,-8660.03
28,4,-32.2349,-8.98627,740.459,-0,-0,-0,2404.2,-2667.97,-8662.4
29,0,-32.348,-8.89577,739.763,-0,-0,-0,2404.61,-2668.05,-8662.87
29,1,-32.6647,-8.94102,739.85,-0,-0,-0,2404.94,-2668.92,-8668.33
29,2,-32.6874,-8.64689,739.328,-0,-0,-0,2404.65,-2669.71,-8665.32
29,3,-33.2077,-9.09939,742.46,-0,-0,-0,2404.74,-2669.96,-8664.61
29,4,-33.6376,-8.62427,739.937,-0,-0,-0,2404.82,-2670.21,-8662.63
30,0,-33.615,-8.73739,741.242,-0,-0,-0,2407.85,-2669.09,-8660.18
30,1,-33.796,-9.00889,741.242,-0,-0,-0,2405.48,-2668.88,-8666.11
30,2,-34.158,-8.85052,740.894,-0,-0,-0,2406.35,-2669.55,-8664.77
30,3,-34.2032,-9.68764,742.808,-0,-0,-0,2405.23,-2669.55,-8661.61
30,4,-34.339,-9.37089,741.416,-0,-0,-0,2405.65,-2668.88,-8662.32
31,0,-34.339,-9.00889,741.59,-0,-0,-0,2406.19,-2670,-8662.24
31,1,-35.1308,-8.98627,743.243,-0,-0,-0,2407.39,-2670,-8661.13
31,2,-35.1987,-8.98627,743.069,-0,-0,-0,2406.52,-2669.51,-8662.95
31,3,-34.5426,-8.96364,743.243,-0,-0,-0,2404.03,-2670.5,-8671.8
31,4,-35.6738,-8.33014,743.156,-0,-0,-0,2405.32,-2669.46,-8664.77
32,0,-35.1082,-8.44327,741.242,-0,-0,-0,2405.23,-2669.75,-8662.4
32,1,-35.7191,-9.12201,745.419,-0,-0,-0,2402.5,-2668.92,-8667.14
32,2,-35.6286,-9.32564,744.723,-0,-0,-0,2403.62,-2668.92,-8662.55
32,3,-35.2892,-9.05414,746.724,-0,-0,-0,2404.65,-2669.59,-8662.16
32,4,-35.5381,-8.98627,745.854,-0,-0,-0,2406.77,-2670.25,-8668.56
33,0,-35.3797,-9.05414,746.463,-0,-0,-0,2406.52,-2669.92,-8670.86
33,1,-36.1263,-8.42064,749.857,-0,-0,-0,2407.6,-2671.95,-8660.74
33,2,-35.4928,-9.57451,748.203,-0,-0,-0,2406.02,-2670.75,-8658.84
33,3,-35.8548,-9.64238,750.64,-0,-0,-0,2404.03,-2668.8,-8660.34
33,4,-36.0358,-9.46139,749.857,-0,-0,-0,2403.28,-2667.85,-8664.69
34,0,-35.9906,-9.57451,748.552,-0,-0,-0,2404.82,-2668.68,-8663.9
34,1,-35.8096,-10.0044,752.554,-0,-0,-0,2404.86,-2669.34,-8664.37
34,2,-34.9498,-9.75551,752.38,-0,-0,-0,2405.9,-2670.5,-8664.14
34,3,-35.1987,-9.93651,750.64,-0,-0,-0,2404.82,-2671.04,-8657.57
34,4,-35.4023,-9.86863,755.078,-0,-0,-0,2405.73,-2669.26,-8663.5
35,0,-35.9001,-9.71026,751.336,-0,-0,-0,2405.15,-2669.92,-8665.48
35,1,-35.8322,-9.00889,753.599,-0,-0,-0,2406.68,-2669.75,-8664.37
35,2,-35.1082,-10.2533,754.208,-0,-0,-0,2404.69,-2667.89,-8661.69
35,3,-34.9951,-10.0496,754.556,-0,-0,-0,2404.78,-2668.97,-8661.05
35,4,-35.2213,-9.86863,752.119,-0,-0,-0,2405.19,-2671.62,-8659.23
36,0,-35.9001,-10.389,755.861,-0,-0,-0,2402,-2670.96,-8666.19
36,1,-34.7236,-10.5021,755.774,-0,-0,-0,2405.23,-2669.42,-8661.37
36,2,-35.3118,-9.93651,754.991,-0,-0,-0,2404.78,-2669.96,-8662.63
36,3,-35.0177,-10.8641,756.209,-0,-0,-0,2404.98,-2668.8,-8667.46
36,4,-34.9951,-10.1401,756.296,-0,-0,-0,2403.7,-2665.28,-8657.34
37,0,-35.425,-11.2261,757.34,-0,-0,-0,2404.78,-2665.9,-8661.53
37,1,-35.1761,-11.9954,757.601,-0,-0,-0,2404.15,-2669.59,-8660.58
37,2,-34.9951,-11.7012,757.776,-0,-0,-0,2400.34,-2673.07,-8665.24
37,3,-34.4747,-11.5655,755.687,-0,-0,-0,2403.53,-2672.66,-8659.39
37,4,-35.0177,-11.0904,757.427,-0,-0,-0,2405.9,-2670.38,-8664.06
38,0,-34.5878,-11.5429,756.383,-0,-0,-0,2405.19,-2668.92,-8663.03
38,1,-34.5652,-12.3121,757.601,-0,-0,-0,2407.1,-2670.33,-8660.26
38,2,-34.8593,-11.9049,758.124,-0,-0,-0,2405.52,-2669.55,-8660.97
38,3,-34.7462,-11.9954,759.951,-0,-0,-0,2406.02,-2671.16,-8662.55
38,4,-34.6783,-11.475,758.994,-0,-0,-0,2405.94,-2671.21,-8658.29
39,0,-34.1806,-11.8144,761.082,-0,-0,-0,2404.65,-2670.46,-8660.5
39,1,-35.0177,-10.9772,761.43,-0,-0,-0,2406.56,-2668.97,-8663.35
39,2,-34.2032,-11.5202,761.256,-0,-0,-0,2406.27,-2669.38,-8662.4
39,3,-34.2032,-11.837,758.385,-0,-0,-0,2405.61,-2667.18,-8659.47
39,4,-34.2032,-11.2035,761.082,-0,-0,-0,2405.19,-2668.3,-8662.87
40,0,-34.339,-11.3845,760.995,-0,-0,-0,2405.48,-2669.42,-8664.37
40,1,-34.0901,-11.2035,760.038,-0,-0,-0,2404.53,-2669.55,-8661.76
40,2,-34.7688,-11.5429,761.604,-0,-0,-0,2405.4,-2669.8,-8663.98
40,3,-34.2032,-10.7736,759.255,-0,-0,-0,2407.84,-2669.42,-8662.95
40,4,-34.1806,-11.3166,762.3,-0,-0,-0,2408.3,-2669.09,-8661.45
41,0,-33.977,-10.9999,762.823,-0,-0,-0,2406.27,-2670.67,-8661.76
41,1,-34.0901,-11.2035,758.994,-0,-0,-0,2403.66,-2670,-8666.98
41,2,-34.1353,-11.2487,761.082,-0,-0,-0,2403.57,-2669.05,-8660.89
41,3,-33.5471,-10.8641,762.387,-0,-0,-0,2405.32,-2668.51,-8661.61
41,4,-33.6376,-10.5926,757.95,-0,-0,-0,2405.44,-2668.47,-8664.53
42,0,-33.5245,-10.8189,761.43,-0,-0,-0,2405.94,-2669.55,-8663.42
42,1,-32.9136,-10.57,761.169,-0,-0,-0,2405.52,-2669.71,-8663.5
42,2,-33.5697,-10.0044,760.821,-0,-0,-0,2408.05,-2668.63,-8660.26
42,3,-32.7552,-10.0723,760.038,-0,-0,-0,2404.44,-2668.43,-8659.95
42,4,-32.9589,-9.75551,761.691,-0,-0,-0,2406.77,-2669.42,-8663.27
43,0,-32.8684,-10.3211,760.212,-0,-0,-0,2405.69,-2669.26,-8664.45
43,1,-32.71,-10.5248,761.256,-0,-0,-0,2403.86,-2668.88,-8660.97
43,2,-32.891,-10.1401,761.169,-0,-0,-0,2404.74,-2669.88,-8662.24
43,3,-32.529,-10.0949,760.995,-0,-0,-0,2405.56,-2670.09,-8662.87
43,4,-32.5969,-9.93651,758.994,-0,-0,-0,2403.08,-2667.39,-8664.93
44,0,-32.0539,-10.2306,759.777,-0,-0,-0,2406.02,-2669.63,-8660.89
44,1,-32.5742,-9.46139,760.038,-0,-0,-0,2405.4,-2669.51,-8662.48
44,2,-32.1896,-9.46139,761.256,-0,-0,-0,2407.18,-2668.63,-8664.06
44,3,-31.8276,-9.46139,760.995,-0,-0,-0,2407.02,-2672.82,-8663.03
44,4,-31.6692,-9.09939,760.299,-0,-0,-0,2404.82,-2668.88,-8661.53
45,0,-31.9634,-9.52926,759.603,-0,-0,-0,2404.07,-2669.84,-8660.66
45,1,-32.1896,-9.25776,759.864,-0,-0,-0,2403.28,-2666.48,-8663.74
45,2,-32.7779,-9.12201,761.343,-0,-0,-0,2405.65,-2669.17,-8657.02
45,3,-32.1444,-9.41614,759.429,-0,-0,-0,2405.77,-2669.3,-8662.4
45,4,-31.986,-8.91839,758.646,-0,-0,-0,2406.52,-2670.21,-8662.16
46,0,-31.7371,-8.69214,759.777,-0,-0,-0,2408.76,-2667.14,-8666.35
46,1,-31.3751,-8.66952,757.079,-0,-0,-0,2407.18,-2669.42,-8660.66
46,2,-31.3072,-8.82789,761.343,-0,-0,-0,2404.69,-2668.97,-8664.85
46,3,-31.3072,-8.55639,760.734,-0,-0,-0,2404.74,-2669.21,-8663.58
46,4,-31.5561,-8.46589,762.387,-0,-0,-0,2404.44,-2670,-8660.26
47,0,-31.3299,-8.98627,759.603,-0,-0,-0,2406.56,-2672.03,-8656.94
47,1,-31.3072,-8.0134,757.776,-0,-0,-0,2406.44,-2669.92,-8662.63
47,2,-31.2394,-7.90027,760.386,-0,-0,-0,2406.19,-2669.42,-8663.82
47,3,-30.6737,-8.46589,761.256,-0,-0,-0,2406.06,-2670.09,-8660.74
47,4,-30.8547,-8.26227,758.472,-0,-0,-0,2405.48,-2669.34,-8661.92
48,0,-30.9226,-7.22153,760.299,-0,-0,-0,2405.07,-2669.75,-8662.4
48,1,-30.6964,-8.2849,759.342,-0,-0,-0,2404.49,-2671.45,-8658.92
48,2,-29.9045,-7.62878,758.472,-0,-0,-0,2406.89,-2672.24,-8658.44
48,3,-30.6059,-8.35277,759.168,-0,-0,-0,2405.23,-2669.55,-8658.44
48,4,-30.3344,-7.6514,761.082,-0,-0,-0,2405.19,-2669.13,-8661.61
49,0,-30.2891,-7.3799,755.252,-0,-0,-0,2405.85,-2669.01,-8661.29
49,1,-30.2212,-7.01791,760.299,-0,-0,-0,2405.32,-2669.88,-8661.45
49,2,-29.8366,-7.08578,759.255,-0,-0,-0,2405.85,-2669.17,-8664.21
49,3,-29.814,-7.08578,760.647,-0,-0,-0,2404.36,-2668.43,-8665.8
49,4,-29.9271,-7.04053,759.168,-0,-0,-0,2406.44,-2668.72,-8663.35
50,0,-30.0176,-6.95003,757.95,-0,-0,-0,2405.32,-2669.51,-8662.63
50,1,-29.7461,-6.79166,757.862,-0,-0,-0,2405.07,-2669.71,-8660.97
50,2,-28.9543,-6.74641,758.211,-0,-0,-0,2405.65,-2669.26,-8660.03
50,3,-29.271,-6.99528,759.516,-0,-0,-0,2406.44,-2668.97,-8662.16
50,4,-29.5425,-5.72829,759.168,-0,-0,-0,2405.73,-2669.09,-8663.03
51,0,-29.4973,-6.18079,758.211,-0,-0,-0,2403.66,-2668.05,-8664.21
51,1,-29.2936,-5.79616,757.079,-0,-0,-0,2408.38,-2670.13,-8659.63
51,2,-28.6828,-6.13554,758.385,-0,-0,-0,2404.86,-2669.59,-8660.34
51,3,-28.4113,-5.84141,757.253,-0,-0,-0,2404.9,-2669.71,-8659.87
51,4,-28.7506,-6.33916,758.733,-0,-0,-0,2399.39,-2670,-8663.9
52,0,-28.2755,-6.38441,759.69,-0,-0,-0,2407.72,-2669.38,-8663.66
52,1,-28.185,-5.63779,757.95,-0,-0,-0,2405.07,-2669.59,-8662.48
52,2,-28.2076,-5.68304,757.079,-0,-0,-0,2406.06,-2669.05,-8661.53
52,3,-27.7325,-5.93191,756.905,-0,-0,-0,2406.81,-2667.56,-8660.89
52,4,-27.3253,-6.18079,758.82,-0,-0,-0,2405.56,-2669.63,-8653.07
53,0,-27.0764,-6.18079,755.513,-0,-0,-0,2405.36,-2669.26,-8660.42
53,1,-27.2574,-5.41154,757.427,-0,-0,-0,2406.56,-2671.62,-8658.44
53,2,-26.5334,-5.66042,758.211,-0,-0,-0,2404.9,-2669.26,-8660.18
53,3,-26.9406,-5.20792,755.948,-0,-0,-0,2404.9,-2669.22,-8665.16
53,4,-26.1262,-5.75092,754.991,-0,-0,-0,2405.9,-2669.92,-8663.27
54,0,-27.0311,-4.95905,754.034,-0,-0,-0,2404.69,-2670.83,-8661.53
54,1,-25.8547,-5.54729,754.121,-0,-0,-0,2406.73,-2667.51,-8658.37
54,2,-25.651,-4.98167,757.34,-0,-0,-0,2405.61,-2669.34,-8660.58
54,3,-25.9225,-5.36629,754.904,-0,-0,-0,2405.81,-2670.09,-8665.01
54,4,-26.4429,-5.20792,755.948,-0,-0,-0,2405.69,-2669.21,-8663.35
55,0,-25.1759,-4.68755,752.815,-0,-0,-0,2404.65,-2669.34,-8662.16
55,1,-25.5605,-5.34367,754.556,-0,-0,-0,2406.27,-2669.09,-8663.11
55,2,-25.2438,-4.98167,753.686,-0,-0,-0,2405.4,-2669.46,-8660.34
55,3,-24.3614,-4.32555,754.817,-0,-0,-0,2405.27,-2667.8,-8666.19
55,4,-24.4745,-5.04955,754.034,-0,-0,-0,2403.99,-2668.68,-8660.34
56,0,-24.2935,-4.3708,754.382,-0,-0,-0,2405.19,-2669.13,-8661.45
56,1,-24.746,-4.07668,754.208,-0,-0,-0,2405.73,-2668.84,-8660.97
56,2,-24.4972,-4.7328,755.078,-0,-0,-0,2405.65,-2669.51,-8661.84
56,3,-23.7505,-3.9183,751.945,-0,-0,-0,2407.51,-2667.22,-8661.76
56,4,-23.3433,-4.16718,754.295,-0,-0,-0,2405.44,-2669.21,-8664.21
57,0,-23.2754,-4.16718,754.295,-0,-0,-0,2404.28,-2669.3,-8665.16
57,1,-23.5017,-4.03143,750.727,-0,-0,-0,2404.07,-2671.21,-8660.66
57,2,-23.66,-3.94093,750.205,-0,-0,-0,2405.19,-2668.92,-8660.5
57,3,-22.5062,-3.85043,752.728,-0,-0,-0,2405.32,-2668.8,-8661.05
57,4,-23.3207,-3.48843,753.076,-0,-0,-0,2405.65,-2668.1,-8662.95
