Devices
1000
,,7378 - Force (Reaction),,,7377 - Force (Reaction),,,Kistler Force Plate (External Amplifier) - Force,,,
Frame,Sub Frame,Fx,Fy,Fz,Fx,Fy,Fz,Fx,Fy,Fz
,,N,N,N,N,N,N,N,N,N
1,0,9.06649,5.14375,604.344,-0,-0,-0,2404.65,-2669.46,-8661.53
1,1,9.27012,5.77725,601.647,-0,-0,-0,2402.29,-2670.42,-8661.13
1,2,10.1977,5.8225,602.517,-0,-0,-0,2402.04,-2670.67,-8661.53
1,3,11.0801,6.70487,602.43,-0,-0,-0,2404.49,-2669.75,-8662
1,4,11.8946,7.31574,602.43,-0,-0,-0,2407.22,-2669.05,-8660.42
2,0,11.8493,7.72298,602.952,-0,-0,-0,2407.18,-2668.39,-8657.81
2,1,12.596,9.05785,600.864,-0,-0,-0,2400.38,-2668.76,-8670.54
2,2,13.4105,9.69134,603.039,-0,-0,-0,2404.61,-2669.42,-8663.66
2,3,13.3426,10.3927,599.471,-0,-0,-0,2405.03,-2670.62,-8663.11
2,4,14.4965,10.7095,598.514,-0,-0,-0,2406.39,-2670.75,-8656.15
3,0,15.5146,10.8452,596.948,-0,-0,-0,2407.93,-2668.97,-8662.4
3,1,16.0802,12.7004,597.992,-0,-0,-0,2405.19,-2669.8,-8662.4
3,2,16.9173,11.9312,595.555,-0,-0,-0,2408.18,-2670.5,-8665.4
3,3,17.2567,12.6099,595.207,-0,-0,-0,2403.37,-2672.49,-8660.42
3,4,18.0712,13.1982,596.426,-0,-0,-0,2404.4,-2670,-8662.4
4,0,18.3879,12.2706,590.334,-0,-0,-0,2403.78,-2668.97,-8663.19
4,1,19.225,12.7683,591.988,-0,-0,-0,2406.39,-2667.51,-8663.27
4,2,19.4287,13.2661,591.814,-0,-0,-0,2407.76,-2669.38,-8656.47
4,3,20.1527,12.9493,588.594,-0,-0,-0,2405.9,-2669.8,-8660.89
4,4,19.8812,14.0579,587.985,-0,-0,-0,2405.69,-2670.25,-8660.89
5,0,20.9672,14.3973,588.507,-0,-0,-0,2403.82,-2671.5,-8664.14
5,1,20.9898,14.0127,586.679,-0,-0,-0,2404.36,-2672.08,-8658.68
5,2,21.4875,14.8951,582.764,-0,-0,-0,2404.53,-2669.34,-8663.42
5,3,22.5056,15.0761,583.199,-0,-0,-0,2405.36,-2669.96,-8660.58
5,4,22.2115,15.438,585.374,-0,-0,-0,2405.32,-2669.55,-8662.32
6,0,22.0531,15.4833,581.11,-0,-0,-0,2406.06,-2669.17,-8664.61
6,1,22.5283,15.3475,578.674,-0,-0,-0,2404.9,-2669.46,-8660.74
6,2,23.75,15.3023,577.63,-0,-0,-0,2401.17,-2669.17,-8665.56
6,3,23.7953,15.5964,577.194,-0,-0,-0,2404.53,-2669.17,-8664.53
6,4,24.4514,14.3521,576.324,-0,-0,-0,2406.31,-2669.67,-8662.71
7,0,25.1075,14.6236,572.582,-0,-0,-0,2405.94,-2670.38,-8660.26
7,1,24.9491,15.3475,572.669,-0,-0,-0,2404.03,-2667.97,-8658.13
7,2,26.103,14.6009,572.321,-0,-0,-0,2405.52,-2667.18,-8664.45
7,3,25.741,14.9403,574.497,-0,-0,-0,2405.27,-2669.67,-8661.45
7,4,27.3474,14.5557,572.06,-0,-0,-0,2405.07,-2669.3,-8661.92
8,0,26.7591,13.6054,568.754,-0,-0,-0,2406.39,-2668.84,-8656.07
8,1,27.8903,12.9493,568.232,-0,-0,-0,2402.5,-2670.71,-8665.8
8,2,27.8677,12.4063,564.751,-0,-0,-0,2405.81,-2669.92,-8663.5
8,3,28.456,12.1122,563.01,-0,-0,-0,2403.99,-2669.13,-8661.53
8,4,28.3428,11.7955,562.488,-0,-0,-0,2403.66,-2667.93,-8665.16
9,0,29.2026,11.0941,559.965,-0,-0,-0,2404.82,-2669.05,-8661.53
9,1,30.085,10.8905,560.226,-0,-0,-0,2405.94,-2668.47,-8660.1
9,2,29.8587,10.8678,558.834,-0,-0,-0,2405.11,-2668.72,-8659.63
9,3,30.6506,9.71397,554.134,-0,-0,-0,2405.19,-2670.67,-8661.21
9,4,31.3519,8.35648,556.31,-0,-0,-0,2405.81,-2670.58,-8662.16
10,0,31.5329,8.2886,553.525,-0,-0,-0,2405.56,-2669.46,-8662.16
10,1,31.4198,8.08498,554.57,-0,-0,-0,2405.27,-2670,-8662.63
10,2,31.7818,6.72749,553.699,-0,-0,-0,2405.48,-2669.71,-8662.71
10,3,31.8497,7.31574,549.348,-0,-0,-0,2405.65,-2669.01,-8661.68
10,4,32.7999,6.72749,548.913,-0,-0,-0,2405.44,-2669.84,-8661.13
11,0,33.1167,6.84062,546.303,-0,-0,-0,2407.47,-2669.59,-8660.74
11,1,34.0217,5.2795,545.868,-0,-0,-0,2405.27,-2669.38,-8661.53
11,2,34.2479,4.82701,547.26,-0,-0,-0,2408.09,-2669.67,-8659.95
11,3,34.4289,3.37902,544.475,-0,-0,-0,2405.73,-2670.09,-8662.08
11,4,34.0896,3.65052,543.344,-0,-0,-0,2405.9,-2669.3,-8661.53
12,0,34.361,3.08489,544.562,-0,-0,-0,2405.44,-2668.84,-8661.21
12,1,34.9493,2.24778,542.474,-0,-0,-0,2404.69,-2668.26,-8661.61
12,2,35.4697,2.74552,543.692,-0,-0,-0,2404.94,-2669.55,-8663.03
12,3,35.5602,1.75003,541.604,-0,-0,-0,2405.98,-2669.34,-8662.4
12,4,35.4018,0.166292,537.949,-0,-0,-0,2404.2,-2668.63,-8667.3
13,0,35.6733,0.709288,538.558,-0,-0,-0,2404.44,-2670.13,-8657.57
13,1,35.3565,0.166292,539.08,-0,-0,-0,2405.32,-2669.42,-8661.69
13,2,36.7819,-1.21382,538.993,-0,-0,-0,2405.81,-2670.09,-8660.1
13,3,35.6959,-0.625577,536.383,-0,-0,-0,2403.16,-2671.08,-8663.58
13,4,36.8724,-1.34957,534.555,-0,-0,-0,2408.67,-2670.17,-8663.74
14,0,37.3702,-3.18218,535.339,-0,-0,-0,2406.23,-2669.63,-8662.32
14,1,36.8498,-2.70706,534.294,-0,-0,-0,2405.65,-2669.92,-8659.71
14,2,37.5059,-2.09619,537.775,-0,-0,-0,2402.29,-2670.42,-8656.07
14,3,37.0987,-2.75231,532.989,-0,-0,-0,2406.35,-2669.55,-8662.4
14,4,37.5285,-3.27268,532.902,-0,-0,-0,2405.4,-2669.96,-8664.29
15,0,38.2073,-3.54418,529.943,-0,-0,-0,2405.19,-2670.29,-8666.9
15,1,36.9855,-4.17767,532.641,-0,-0,-0,2407.35,-2670.62,-8665.48
15,2,37.5964,-3.81568,531.075,-0,-0,-0,2408.22,-2670.54,-8660.89
15,3,37.5964,-4.6528,532.206,-0,-0,-0,2405.36,-2670.29,-8661.05
15,4,38.5466,-4.83379,528.551,-0,-0,-0,2404.78,-2669.3,-8662
16,0,38.5693,-3.97405,530.291,-0,-0,-0,2405.48,-2669.42,-8658.68
16,1,37.9358,-4.90167,530.03,-0,-0,-0,2404.24,-2670.58,-8669.99
16,2,37.8453,-4.81117,529.682,-0,-0,-0,2404.57,-2669.75,-8661.69
16,3,38.2073,-4.31342,532.206,-0,-0,-0,2403.53,-2670.17,-8661.21
16,4,39.248,-4.17767,531.51,-0,-0,-0,2404.69,-2669.84,-8662.24
17,0,39.429,-4.53967,530.291,-0,-0,-0,2405.27,-2669.17,-8662.48
17,1,39.6326,-3.61205,528.377,-0,-0,-0,2405.36,-2670.04,-8661.13
17,2,39.61,-4.17767,529.421,-0,-0,-0,2404.61,-2667.27,-8669.75
17,3,39.7684,-3.34056,529.769,-0,-0,-0,2404.15,-2667.39,-8667.61
17,4,39.4516,-3.6573,533.424,-0,-0,-0,2405.32,-2669.26,-8660.74
18,0,40.0399,-2.97856,530.291,-0,-0,-0,2405.94,-2668.3,-8661.76
18,1,39.8815,-2.52606,531.51,-0,-0,-0,2405.19,-2671.5,-8659.31
18,2,39.8815,-1.80207,531.684,-0,-0,-0,2405.94,-2669.38,-8663.19
18,3,39.9494,-1.3722,533.772,-0,-0,-0,2405.23,-2669.17,-8663.19
18,4,40.0173,-0.535078,534.033,-0,-0,-0,2402.16,-2669.71,-8669.43
19,0,40.696,-0.444579,537.079,-0,-0,-0,2404.2,-2668.63,-8663.11
19,1,40.3793,0.0984173,536.644,-0,-0,-0,2405.07,-2669.71,-8662.16
19,2,40.4471,1.75003,540.647,-0,-0,-0,2405.11,-2668.92,-8662.71
19,3,40.334,1.18441,542.735,-0,-0,-0,2404.53,-2668.26,-8664.53
19,4,39.9946,2.5419,543.17,-0,-0,-0,2405.52,-2669.42,-8661.37
20,0,39.1801,3.76364,545.52,-0,-0,-0,2405.56,-2669.13,-8661.92
20,1,39.8136,3.46952,548.565,-0,-0,-0,2405.73,-2671.58,-8659.95
20,2,39.7005,3.87676,551.263,-0,-0,-0,2403.91,-2668.76,-8660.74
